ID	Label	Type	Class Type	Parent	Synonyms	Additional Axiom
NCBITaxon:3707	Brassica juncea	owl:Class		organism		
NCBITaxon:37124	Chikungunya virus	owl:Class		organism		
NCBITaxon:3728	Sinapis alba	owl:Class		organism		
NCBITaxon:37296	Human gammaherpesvirus 8	owl:Class		organism		
NCBITaxon:37325	Muscovy duck parvovirus	owl:Class		organism		
NCBITaxon:373383	Shigella flexneri 5	owl:Class		organism		
NCBITaxon:3750	Malus domestica	owl:Class		organism		
NCBITaxon:376619	Francisella tularensis subsp. holarctica LVS	owl:Class		organism		
NCBITaxon:37762	Escherichia coli B	owl:Class		organism		
NCBITaxon:38016	Hantavirus HTN	owl:Class		organism		
NCBITaxon:38033	Chaetomium globosum	owl:Class		organism		
NCBITaxon:38170	Avian orthoreovirus	owl:Class		organism		
NCBITaxon:3818	Arachis hypogaea	owl:Class		organism		
NCBITaxon:38251	Goose parvovirus	owl:Class		organism		
NCBITaxon:3847	Glycine max	owl:Class		organism		
NCBITaxon:385576	Influenza A virus (A/Alaska/6/1977(H3N2))	owl:Class		organism		
NCBITaxon:38767	Duvenhage lyssavirus	owl:Class		organism		
NCBITaxon:39054	Enterovirus A71	owl:Class		organism		
NCBITaxon:3981	Hevea brasiliensis	owl:Class		organism		
NCBITaxon:3988	Ricinus communis	owl:Class		organism		
NCBITaxon:40050	African horse sickness virus	owl:Class		organism		
NCBITaxon:40271	Hepatitis C virus genotype 2	owl:Class		organism		
NCBITaxon:40287	Streptococcus mutans serotype C	owl:Class		organism		
NCBITaxon:40410	Cryptococcus neoformans var. neoformans	owl:Class		organism		
NCBITaxon:404330	Streptococcus pyogenes serotype M2	owl:Class		organism		
NCBITaxon:4081	Solanum lycopersicum	owl:Class		organism		
NCBITaxon:4182	Sesamum indicum	owl:Class		organism		
NCBITaxon:41857	Influenza A virus H3N2	owl:Class		organism		
NCBITaxon:42182	Hepatitis C virus genotype 6	owl:Class		organism		
NCBITaxon:42567	Rotavirus G9	owl:Class		organism		
NCBITaxon:42789	Enterovirus D68	owl:Class		organism		
NCBITaxon:43358	Human astrovirus 8	owl:Class		organism		
NCBITaxon:43767	Rhodococcus hoagii	owl:Class		organism		
NCBITaxon:441771	Clostridium botulinum A str. Hall	owl:Class		organism		
NCBITaxon:44397	Melospiza melodia	owl:Class		organism		
NCBITaxon:444185	Simian rotavirus A strain RRV	owl:Class		organism		
NCBITaxon:44454	Mycobacterium avium subsp. avium	owl:Class		organism		
NCBITaxon:44689	Dictyostelium discoideum	owl:Class		organism		
NCBITaxon:45029	Bluetongue virus 16	owl:Class		organism		
NCBITaxon:45219	Guanarito mammarenavirus	owl:Class		organism		
NCBITaxon:4522	Lolium perenne	owl:Class		organism		
NCBITaxon:452646	Neovison vison	owl:Class		organism		
NCBITaxon:4530	Oryza sativa	owl:Class		organism		
NCBITaxon:453927	Juniperus formosana	owl:Class		organism		
NCBITaxon:4550	Secale cereale	owl:Class		organism		
NCBITaxon:4565	Triticum aestivum	owl:Class		organism		
NCBITaxon:4571	Triticum turgidum	owl:Class		organism		
NCBITaxon:4573	Aegilops speltoides	owl:Class		organism		
NCBITaxon:45888	Vibrio cholerae O139	owl:Class		organism		
NCBITaxon:46170	Staphylococcus aureus subsp. aureus	owl:Class		organism		
NCBITaxon:46221	Porcine circovirus	owl:Class		organism		
NCBITaxon:46257	Pseudomonas avellanae	owl:Class		organism		
NCBITaxon:46269	Macropisthodon rudis	owl:Class		organism		
NCBITaxon:46290	Foot-and-mouth disease virus C3	owl:Class		organism		
NCBITaxon:46472	Aspergillus versicolor	owl:Class		organism		
NCBITaxon:46608	Exogenous mouse mammary tumor virus	owl:Class		organism		
NCBITaxon:46919	Whitewater Arroyo mammarenavirus	owl:Class		organism		
NCBITaxon:47000	Equine rhinitis A virus	owl:Class		organism		
NCBITaxon:47308	Neogobius melanostomus	owl:Class		organism		
NCBITaxon:480	Moraxella catarrhalis	owl:Class		organism		
NCBITaxon:485	Neisseria gonorrhoeae	owl:Class		organism		
NCBITaxon:487	Neisseria meningitidis	owl:Class		organism		
NCBITaxon:490039	Norovirus GII.2	owl:Class		organism		
NCBITaxon:490041	Norovirus GII.3	owl:Class		organism		
NCBITaxon:49011	Hesperocyparis arizonica	owl:Class		organism		
NCBITaxon:491	Neisseria meningitidis serogroup B	owl:Class		organism		
NCBITaxon:4932	Saccharomyces cerevisiae	owl:Class		organism		
NCBITaxon:493803	Merkel cell polyomavirus	owl:Class		organism		
NCBITaxon:5039	Blastomyces dermatitidis	owl:Class		organism		
NCBITaxon:50411	Dasyatis americana	owl:Class		organism		
NCBITaxon:5059	Aspergillus flavus	owl:Class		organism		
NCBITaxon:5061	Aspergillus niger	owl:Class		organism		
NCBITaxon:509628	Hepatitis E virus type 3	owl:Class		organism		
NCBITaxon:520	Bordetella pertussis	owl:Class		organism		
NCBITaxon:5207	Cryptococcus neoformans	owl:Class		organism		
NCBITaxon:52253	Candida sojae	owl:Class		organism		
NCBITaxon:525171	Neisseria meningitidis serogroup Z	owl:Class		organism		
NCBITaxon:5334	Schizophyllum commune	owl:Class		organism		
NCBITaxon:54290	GB virus C	owl:Class		organism		
NCBITaxon:54388	Salmonella enterica subsp. enterica serovar Paratyphi A	owl:Class		organism		
NCBITaxon:54390	Micrurus corallinus	owl:Class		organism		
NCBITaxon:544406	Helicobacter pylori B128	owl:Class		organism		
NCBITaxon:546	Citrobacter freundii	owl:Class		organism		
NCBITaxon:5476	Candida albicans	owl:Class		organism		
NCBITaxon:5478	[Candida] glabrata	owl:Class		organism		
NCBITaxon:5480	Candida parapsilosis	owl:Class		organism		
NCBITaxon:55429	Megathura crenulata	owl:Class		organism		
NCBITaxon:55513	Pistacia vera	owl:Class		organism		
NCBITaxon:5599	Alternaria alternata	owl:Class		organism		
NCBITaxon:562	Escherichia coli	owl:Class		organism		
NCBITaxon:5659	Leishmania amazonensis	owl:Class		organism		
NCBITaxon:5660	Leishmania braziliensis	owl:Class		organism		
NCBITaxon:5661	Leishmania donovani	owl:Class		organism		
NCBITaxon:5664	Leishmania major	owl:Class		organism		
NCBITaxon:5665	Leishmania mexicana	owl:Class		organism		
NCBITaxon:5666	Leishmania tropica	owl:Class		organism		
NCBITaxon:5667	Leishmania aethiopica	owl:Class		organism		
NCBITaxon:5671	Leishmania infantum	owl:Class		organism		
NCBITaxon:5679	Leishmania panamensis	owl:Class		organism		
NCBITaxon:5691	Trypanosoma brucei	owl:Class		organism		
NCBITaxon:5693	Trypanosoma cruzi	owl:Class		organism		
NCBITaxon:5722	Trichomonas vaginalis	owl:Class		organism		
NCBITaxon:573	Klebsiella pneumoniae	owl:Class		organism		
NCBITaxon:5759	Entamoeba histolytica	owl:Class		organism		
NCBITaxon:57678	Leptospira interrogans serovar Lai	owl:Class		organism		
NCBITaxon:5801	Eimeria acervulina	owl:Class		organism		
NCBITaxon:58024	Spermatophyta	owl:Class		organism		
NCBITaxon:5811	Toxoplasma gondii	owl:Class		organism		
NCBITaxon:5821	Plasmodium berghei	owl:Class		organism		
NCBITaxon:5826	Plasmodium chabaudi adami	owl:Class		organism		
NCBITaxon:5833	Plasmodium falciparum	owl:Class		organism		
NCBITaxon:584	Proteus mirabilis	owl:Class		organism		
NCBITaxon:585	Proteus vulgaris	owl:Class		organism		
NCBITaxon:5850	Plasmodium knowlesi	owl:Class		organism		
NCBITaxon:5855	Plasmodium vivax	owl:Class		organism		
NCBITaxon:5861	Plasmodium yoelii	owl:Class		organism		
NCBITaxon:5865	Babesia bovis	owl:Class		organism		
NCBITaxon:5866	Babesia bigemina	owl:Class		organism		
NCBITaxon:5874	Theileria annulata	owl:Class		organism		
NCBITaxon:5875	Theileria parva	owl:Class		organism		
NCBITaxon:5877	Theileria sergenti	owl:Class		organism		
NCBITaxon:588	Providencia stuartii	owl:Class		organism		
NCBITaxon:590	Salmonella	owl:Class		organism		
NCBITaxon:594	Salmonella enterica subsp. enterica serovar Gallinarum	owl:Class		organism		
NCBITaxon:60189	Rhipicephalus decoloratus	owl:Class		organism		
NCBITaxon:604	Salmonella enterica subsp. enterica serovar Gallinarum/pullorum	owl:Class		organism		
NCBITaxon:611	Salmonella enterica subsp. enterica serovar Heidelberg	owl:Class		organism		
NCBITaxon:61466	Gnathostoma binucleatum	owl:Class		organism		
NCBITaxon:615	Serratia marcescens	owl:Class		organism		
NCBITaxon:61673	Porcine endogenous retrovirus	owl:Class		organism		
NCBITaxon:6182	Schistosoma japonicum	owl:Class		organism		
NCBITaxon:6183	Schistosoma mansoni	owl:Class		organism		
NCBITaxon:6192	Fasciola hepatica	owl:Class		organism		
NCBITaxon:6204	Taenia solium	owl:Class		organism		
NCBITaxon:6207	Taenia crassiceps	owl:Class		organism		
NCBITaxon:622	Shigella dysenteriae	owl:Class		organism		
NCBITaxon:623	Shigella flexneri	owl:Class		organism		
NCBITaxon:624	Shigella sonnei	owl:Class		organism		
NCBITaxon:6269	Anisakis simplex	owl:Class		organism		
NCBITaxon:6279	Brugia malayi	owl:Class		organism		
NCBITaxon:6282	Onchocerca volvulus	owl:Class		organism		
NCBITaxon:630	Yersinia enterocolitica	owl:Class		organism		
NCBITaxon:632	Yersinia pestis	owl:Class		organism		
NCBITaxon:633	Yersinia pseudotuberculosis	owl:Class		organism		
NCBITaxon:64320	Zika virus	owl:Class		organism		
NCBITaxon:647516	Norovirus GI.3	owl:Class		organism		
NCBITaxon:648194	Neisseria meningitidis serogroup Y	owl:Class		organism		
NCBITaxon:65699	Neisseria meningitidis serogroup A	owl:Class		organism		
NCBITaxon:6594	Macrocallista nimbosa	owl:Class		organism		
NCBITaxon:662	Vibrio	owl:Class		organism		
NCBITaxon:666	Vibrio cholerae	owl:Class		organism		
NCBITaxon:66976	Legionella pneumophila serogroup 1	owl:Class		organism		
NCBITaxon:694009	Severe acute respiratory syndrome-related coronavirus	owl:Class		organism	SARS coronavirus	
NCBITaxon:6953	Dermatophagoides	owl:Class		organism		
NCBITaxon:6954	Dermatophagoides farinae	owl:Class		organism		
NCBITaxon:6956	Dermatophagoides pteronyssinus	owl:Class		organism		
NCBITaxon:6973	Blattella germanica	owl:Class		organism		
NCBITaxon:70803	Salmonella enterica subsp. enterica serovar Minnesota	owl:Class		organism		
NCBITaxon:7137	Galleria mellonella	owl:Class		organism		
NCBITaxon:714	Aggregatibacter actinomycetemcomitans	owl:Class		organism		
NCBITaxon:715	Actinobacillus pleuropneumoniae	owl:Class		organism		
NCBITaxon:71647	Pinus pinaster	owl:Class		organism		
NCBITaxon:7227	Drosophila melanogaster	owl:Class		organism		
NCBITaxon:727	Haemophilus influenzae	owl:Class		organism		
NCBITaxon:728	Avibacterium paragallinarum	owl:Class		organism		
NCBITaxon:730	[Haemophilus] ducreyi	owl:Class		organism		
NCBITaxon:73036	Rotavirus G3	owl:Class		organism		
NCBITaxon:73239	Plasmodium yoelii yoelii	owl:Class		organism		
NCBITaxon:73482	Foot-and-mouth disease virus (strain O1)	owl:Class		organism		
NCBITaxon:7394	Glossina morsitans	owl:Class		organism		
NCBITaxon:74361	Lycodon rufozonatus	owl:Class		organism		
NCBITaxon:74364	Elaphe carinata	owl:Class		organism		
NCBITaxon:74368	Sinonatrix annularis	owl:Class		organism		
NCBITaxon:74369	Oocatochus rufodorsatus	owl:Class		organism		
NCBITaxon:74398	Elaphe taeniura	owl:Class		organism		
NCBITaxon:74537	Vladivostok virus	owl:Class		organism		
NCBITaxon:746128	Aspergillus fumigatus	owl:Class		organism		
NCBITaxon:747	Pasteurella multocida	owl:Class		organism		
NCBITaxon:75555	Salmonella thompson C1	owl:Class		organism		
NCBITaxon:75985	Mannheimia haemolytica	owl:Class		organism		
NCBITaxon:770	Anaplasma marginale	owl:Class		organism		
NCBITaxon:77153	Muscovy duck reovirus	owl:Class		organism		
NCBITaxon:7726	Styela plicata	owl:Class		organism		
NCBITaxon:7742	Vertebrata	owl:Class		organism		
NCBITaxon:777	Coxiella burnetii	owl:Class		organism		
NCBITaxon:7787	Tetronarce californica	owl:Class		organism		
NCBITaxon:779	Ehrlichia ruminantium	owl:Class		organism		
NCBITaxon:781	Rickettsia conorii	owl:Class		organism		
NCBITaxon:784	Orientia tsutsugamushi	owl:Class		organism		
NCBITaxon:7955	Danio rerio	owl:Class		organism		
NCBITaxon:7957	Carassius auratus	owl:Class		organism		
NCBITaxon:8030	Salmo salar	owl:Class		organism		
NCBITaxon:813	Chlamydia trachomatis	owl:Class		organism		
NCBITaxon:83333	Escherichia coli K-12	owl:Class		organism		
NCBITaxon:83554	Chlamydia psittaci	owl:Class		organism		
NCBITaxon:83555	Chlamydia abortus	owl:Class		organism		
NCBITaxon:83558	Chlamydia pneumoniae	owl:Class		organism		
NCBITaxon:837	Porphyromonas gingivalis	owl:Class		organism		
NCBITaxon:84590	Taylorella asinigenitalis	owl:Class		organism		
NCBITaxon:85569	Salmonella enterica subsp. enterica serovar Typhimurium str. DT104	owl:Class		organism		
NCBITaxon:85708	Porcine circovirus 2	owl:Class		organism		
NCBITaxon:8587	Ptyas dhumnades	owl:Class		organism		
NCBITaxon:8706	Vipera aspis	owl:Class		organism		
NCBITaxon:88086	Protobothrops elegans	owl:Class		organism		
NCBITaxon:884045	Juniperus saxicola	owl:Class		organism		
NCBITaxon:8932	Columba livia	owl:Class		organism		
NCBITaxon:89382	Multiple sclerosis associated retrovirus element	owl:Class		organism		
NCBITaxon:9031	Gallus gallus	owl:Class		organism		
NCBITaxon:90370	Salmonella enterica subsp. enterica serovar Typhi	owl:Class		organism		
NCBITaxon:90371	Salmonella enterica subsp. enterica serovar Typhimurium	owl:Class		organism		
NCBITaxon:909420	Neisseria meningitidis H44/76	owl:Class		organism		
NCBITaxon:9103	Meleagris gallopavo	owl:Class		organism		
NCBITaxon:9315	Notamacropus eugenii	owl:Class		organism		
NCBITaxon:94043	Leptospira sp. Akiyami A	owl:Class		organism		
NCBITaxon:9479	Platyrrhini	owl:Class		organism		
NCBITaxon:948	Anaplasma phagocytophilum	owl:Class		organism		
NCBITaxon:9541	Macaca fascicularis	owl:Class		organism		
NCBITaxon:9556	Papio cynocephalus	owl:Class		organism		
NCBITaxon:9598	Pan troglodytes	owl:Class		organism		
NCBITaxon:9606	Homo sapiens	owl:Class		organism		
NCBITaxon:9615	Canis lupus familiaris	owl:Class		organism		
NCBITaxon:96241	Bacillus subtilis subsp. spizizenii	owl:Class		organism		
NCBITaxon:9627	Vulpes vulpes	owl:Class		organism		
NCBITaxon:9685	Felis catus	owl:Class		organism		
NCBITaxon:9725	Inia geoffrensis	owl:Class		organism		
NCBITaxon:9733	Orcinus orca	owl:Class		organism		
NCBITaxon:9755	Physeter catodon	owl:Class		organism		
NCBITaxon:9770	Balaenoptera physalus	owl:Class		organism		
NCBITaxon:9796	Equus caballus	owl:Class		organism		
NCBITaxon:9798	Equus przewalskii	owl:Class		organism		
NCBITaxon:9823	Sus scrofa	owl:Class		organism		
NCBITaxon:98360	Salmonella enterica subsp. enterica serovar Dublin	owl:Class		organism		
NCBITaxon:9913	Bos taurus	owl:Class		organism		
NCBITaxon:9925	Capra hircus	owl:Class		organism		
NCBITaxon:9940	Ovis aries	owl:Class		organism		
NCBITaxon:9986	Oryctolagus cuniculus	owl:Class		organism		
NCBITaxon:99875	Leishmania donovani donovani	owl:Class		organism		
NCBITaxon:2683671	Ambystoma silvense	owl:Class		organism		
NCBITaxon:no_rank	no rank	owl:Class		information content entity		
NCBITaxon:subspecies	subspecies	owl:Class		information content entity		
obo:COB_0000006	material entity	owl:Class				
OBI:0000011	planned process	owl:Class		process		
OBI:0100026	organism	owl:Class		material entity		
OBI:0600007	administering substance in vivo [OBI:0600007]	owl:Class	equivalent	ONTIE:0003314		
OBI:0600007				owl:Thing		
PR:000000001	protein	owl:Class		material entity		
PR:A0A171JW18	Fimbrial protein Fim3	owl:Class		protein	Fim3	'in taxon' some 'Bordetella pertussis'
PR:P04977	Pertussis toxin subunit 1	owl:Class		protein		'in taxon' some 'Bordetella pertussis Tohama I'
PR:P04978	Pertussis toxin subunit 2	owl:Class		protein		'in taxon' some 'Bordetella pertussis Tohama I'
PR:P04979	Pertussis toxin subunit 3	owl:Class		protein		'in taxon' some 'Bordetella pertussis Tohama I'
PR:P04981	Pertussis toxin subunit 5	owl:Class		protein		'in taxon' some 'Bordetella pertussis Tohama I'
PR:P0A3R5	Pertussis toxin subunit 4	owl:Class		protein		'in taxon' some 'Bordetella pertussis Tohama I'
PR:Q5I8X0	Fimbrial protein	owl:Class		protein	Fim2	'in taxon' some 'Bordetella pertussis'
